handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
LionAnalytics,LionStats,111,54,0,1,1342,4,2,420
G2Analytics,G2Analytics,475,111,0,1,1113,1,3,255
DiabetesData,Diabetes Analytics,469,17,0,1,87,0,4,103
IBMIN_Analytics,IBM_IN_Analytics Job,1430,209,1,1,41,0,6,166
wealthofinfo,Array Analytics,1498,147,0,1,49,849,0,71
urbanairship,Urban Airship,1957,2864,1,1,3030,344,598,9052
rehabanalytics,Rehab Analytics,1073,72,1,1,1141,9,12,407
AnalyticsRo,Web-Analytics.Ro,1609,344,1,1,146,0,13,257
jamesvgingerich,jamesvgingerich,2151,3555,0,1,1958,0,57,1346
SecondSync,SecondSync,1055,2332,1,1,1201,14,179,6407
JamesGRobinson,James G. Robinson,973,603,0,1,446,317,72,901
aaj_urdu,Aaj News Urdu,794,33935,0,1,55,0,41,14707
glenngabe,Glenn Gabe,2207,32483,1,1,6454,583,636,7910
AnalyticsFr,Analytics France,426,0,1,1,147,0,1,225
metricas,Web Analytics,1869,560,0,1,42,0,23,234
thriveanalytics,Thrive Analytics,1256,235,1,1,3368,5,54,3211
bigdata,Ben Lorica,1970,2782,1,1,99,15,1230,18062
TransUnionINS,TransUnionInsurance,1221,171,1,1,102,3,2,215
JedKolko,Jed Kolko,974,2098,0,1,260,18,153,4430
LogicalAnalysis,Logical Analysis,1477,38487,1,1,2492,12366,307,5283
badgeville,Badgeville,1533,2884,1,1,11655,48,812,34100
ID_Analytics,ID Analytics,819,124,1,1,200,0,5,93
SACUSC,USC Sports Analytics,161,59,0,1,61,0,0,86
NSLAnalytical,NSL Analytical,786,394,1,1,436,4,5,249
AlokPattaniESPN,Alok Pattani,498,779,0,1,123,3,109,2171
Talkwalker,Talkwalker,885,1059,1,1,1230,129,96,4559
trendwisetweets,Trendwise Analytics,849,3,0,1,5,0,3,41
Meer_Weten,Ad@Provelu_Analytics,910,16517,1,1,3626,0,30,3756
TransUnionFS,TransUnionFinServ,1221,216,1,1,100,2,5,206
janrezab,Jan Rezab,2150,9491,1,1,3896,1471,487,11829
ShearerAnalytic,Darren Shearer,1205,61,1,1,84,2,3,127
whatisanalytics,Bay Area Analytics,543,257,1,1,255,14,7,93
SalaryCap101,J.I. Halsell,1730,9781,1,1,1534,2,464,7669
PKStatsBlog,Peter Keating,1337,111,1,1,43,0,100,1255
DelveAnalytics,Delve Analytics,164,181,1,1,155,807,0,55
Redfly,Redfly,2361,8035,1,1,572,303,497,12406
techiewonk,Jeffrey Alexander,1589,1158,1,1,914,28,66,456
AnalyticalScout,David Solomon,1280,1443,1,1,859,1,6,95
ASPRFusion,ASPR Fusion,933,560,1,1,120,1,27,490
EgyptMonocle,The Egypt Monocle,737,3129,0,1,18,2,223,8576
AnalyticsVidhya,Analytics Vidhya,109,283,1,1,53,21,5,119
AnalyticKing,Mr. King,1730,4733,1,1,361,26,3,303
i4Ctweets,i4C Analytics,1218,210,1,1,9,20,3,128
arnaudsj,Sébastien Arnaud,2288,6546,1,1,1169,392,49,677
analytics,Michael C,1190,142,1,1,47,2,1,54
becca_aa,Becca Aaronson,2214,7011,1,1,1380,440,306,7159
FOX_Research,FOX Research,1242,1516,1,1,301,0,183,7288
TeecycleTim,Tim Cigelske,2374,43593,1,1,861,1993,484,6197
AndyBeard,Andy Beard,2625,5552,1,1,3774,9,1816,12615
AnalyticalMe1,AnalyticalMe,322,5840,0,1,92,14,3,63
Ananto_tweet,Ananto Analytics,514,236,0,1,613,12,5,176
ttechanalytics,TeleTech Analytics,707,335,1,1,1111,0,16,359
AnalyticsFTW,Analytics ForTheWin,1053,125,0,1,13,0,19,96
analytagency,Analyt Agency,1581,179,1,1,266,0,11,483
SetgoAnalytics,Setgo Analytics,883,105,0,1,324,1,3,153
usanalytics,US-Analytics,1618,1287,1,1,142,0,9,217
IndieRockCafe,Indie Rock Cafe,1945,5295,1,1,10529,4,700,19309
EligoAnalytics,Eligo,461,393,1,1,663,9,13,193
Gut_Check,Gut Check Analytics,1087,230,0,1,484,0,6,201
AnalyticsFreak,Pradeep Paranjothi,1513,667,0,1,686,12,4,129
junkcharts,Kaiser Fung,1561,1137,1,1,132,2,350,3518
brunowalther,Bruno  Walther,2381,16287,1,1,587,173,387,6527
DamienFranco,Damien Franco,2303,18264,1,1,39384,233,3349,54194
xavier_colomes,Xavier Colomés,1526,26603,1,1,892,2754,504,4365
distimo,Distimo,1920,2428,1,1,1431,46,375,5672
DigiAnalytics,Digitaria Analytics,1662,14,1,1,3,0,25,127
numericanalytic,Numeric Analytics,1819,130,1,1,217,5,6,160
ColinAC,Colin Christianson,1968,7924,1,1,32717,81,1116,49095
mirandachale,Miranda Celeste Hale,2041,29091,1,1,97,1998,157,3824
analyticstalk,Talking Analytics,778,1841,1,1,3,0,7,93
PurvisAnalytics,Purvis Analytics,951,617,1,1,415,0,3,181
tempofreesoccer,Alex O,779,6459,0,1,194,1269,83,1407
schoeny,Adam Schoenfeld,2428,5651,1,1,1420,171,402,12466
CParizman,Chad Parizman,2284,10727,1,1,1754,360,164,2122
ScopeAnalytics,Scope Analytics Inc.,570,94,0,1,432,8,6,164
logistiknetwork,Logistic Analytic,1186,177,0,1,456,0,7,429
appcelerator,Appcelerator,2395,7498,1,1,1307,311,1406,19852
Brett2point0,Brett2point0,1886,10407,1,1,999,12,175,2050
jumpanalytics,Jump Analytics,1499,0,1,0,3,0,0,3
nitin,Nitin Borwankar,2861,9357,1,1,1926,2327,131,3649
feng,Feng Peng,1868,293,0,1,340,218,14,1764
AnalyticTrends,Will Blake,1492,126,1,1,141,32,3,66
atheonanalytics,Atheon Analytics,1178,210,0,1,76,1,7,89
IB5kCorrelate,Correlate Analytics,800,74,1,1,12,0,9,34
AnalyticGlobal,Analytic Partners,484,1011,1,1,130,0,12,748
RedwoodAnalytic,Redwood Analytics,1764,627,1,1,183,0,9,203
NielsenSocial,Nielsen Social,1197,5022,1,1,2351,24,297,4902
jbecher,Jonathan Becher,1822,4651,1,1,610,2,593,12205
nenshad,Nenshad Bardoliwalla,2325,7414,1,1,1365,2855,332,3467
_thespread,thespread.us,179,100,0,1,14,7,25,328
soccermetrics,Soccermetrics,1531,5961,1,1,252,190,254,5423
TW_Analytics,TW Analytics,360,31,1,1,192,0,2,37
PeerAnalytics,Peer Analytics,328,2644,1,1,242,9,11,154
FredOnAnalytics,Fred Fontes,447,391,0,1,214,29,5,65
LPAnalytics,Longs Peak Analytics,1725,123,1,1,123,0,7,66
jamieriddell,Jamie Riddell,2584,30774,1,1,7844,18242,328,12601
dismalscientist,The Dismal Scientist,1484,9709,1,1,808,11,410,6844
tweetreachapp,TweetReach,1806,3821,1,1,4562,845,441,6906
IMAN_Analytics,IMAN,1064,263,1,1,372,1,3,176
Bank_Analytics,Bank Analytics,863,1,0,1,456,0,4,103
MandiBPro,Mandi Bishop,665,20996,0,1,4665,7918,337,6481
dbstodder,David Stodder,1936,866,0,1,679,2,159,3134
TheFlowtale,Flowtale Analytics,65,25,1,1,277,174,0,165
PhoneResearchUS,Strategy Analytics,1761,9,0,1,11,0,2,50
OpAnalytics,Operating Analytics,421,116,1,1,261,10,5,114
AnalyticalTech1,Analytical Tech,934,58,1,1,1191,1,1,307
analyticsengine,Analytics Engine,1203,25,0,1,3,0,2,46
bryantafel,Bryan Tafel,1461,10948,1,1,652,10,77,2982
Music_Analytics,楽器店ﾐｭｰｼﾞｯｸｱﾅﾘﾃｨｸｽ ,678,536,1,1,489,4,3,268
VantageAnalytic,Vantage Analytics,347,189,0,1,207,17,8,114
visanalyticseu,visual-analytics.eu,1219,13,0,1,147,0,7,106
cloud_connect,Cloud Connect,2088,4102,1,1,4521,40,621,15321
AnalyticalIQ,Ian Quino Fernandez,843,2772,0,1,216,48,2,179
PVwizard,Solar Analytics,1397,8859,1,1,157,1,10,205
Fightnomics,Fightnomics Reed,982,3498,1,1,512,1682,145,5965
owenboswarva,Owen Boswarva,1087,10149,1,1,2001,1251,74,1631
GoSquared,GoSquared,2294,18165,1,1,1054,4028,221,4221
MukunaGachie,Big Data $Analytics ,745,1358,1,1,198,42,2,247
jco,Jonathan Coveney,1173,11475,0,1,1436,5493,59,1297
CheckOutAmanda,Amanda Vanderpool,1837,6495,1,1,1858,449,273,73369
PowerAnalytics,Power Analytics,1157,268,1,1,79,0,12,100
B_Incisive,Incisive Analytics,1723,167,0,1,66,3,9,99
47th_Problem,Analytical Euclidian,362,2348,1,1,26,1279,11,26
Knewton,Knewton,1890,4072,1,1,4900,424,575,11723
SADIFAnalytics,SADIF-Analytics,162,27323,1,1,1436,72,4,355
janicemccallum,Janice McCallum,1885,15074,1,1,3421,84,502,8519
AgentAnalytics,Agent Analytics,1924,112,0,1,323,5,8,256
ATE_A_2014,Analytical Tech A,650,135,0,1,0,0,1,391
MenelaosGkikas,Analytics Studios,1693,1025,1,1,1180,0,1,237
CindyAnalytics,Cindy White,580,10,1,1,86,0,4,63
Analytics2020,Rob Holston,972,322,1,1,170,6,6,143
content_insight,Content Insight,1017,5487,1,1,1158,3354,201,2414
LeesonAnalytic,LeesonAnalyticCentre,408,819,0,1,286,72,4,119
movinganalytics,Moving Analytics,261,54,0,1,132,20,7,81
GetHublo,Hublo Analytics,164,55,1,1,23,364,2,69
cyclytics,Cycling Analytics,196,33,0,1,1,0,2,65
platfora,Platfora,1079,1461,1,1,856,177,146,3368
csavage,Chris Savage,2774,5016,1,1,268,608,223,4658
TopAnalytics,TopAnalytics,1044,117,1,1,155,0,5,650
HidenAnalytical,Hiden Analytical Ltd,1381,1232,0,1,74,2,2,250
mktgtechblog,Marketing Technology,1754,5954,1,1,4382,1321,756,52695
KPIAnalytics,"KPI Analytics, Inc",1393,288,1,1,156,0,5,162
dvsAnalytics,dvsAnalytics,1406,70,1,1,98,0,1,85
rdanalytical,RD Analytical,1313,47,1,1,1014,0,5,240
HadoopNews,John Ching,1187,4415,1,1,191,0,369,5720
netvibes,netvibes,2586,7614,1,1,225,313,1062,10949
jim_adler,Jim Adler,2024,4886,1,1,282,76,165,1909
ExploreAnalytic,Explore Analytics,705,29,0,1,7,1,1,24
vaultanalytics,Vault Analytics,1794,177,0,1,114,1,17,133
IranAnalytic,Iran Analytic,342,689,1,1,191,456,1,70
LaneAnalytics,Lane Analytics,638,69,1,1,298,2,4,275
SEERInteractive,SEER Interactive,1123,3409,1,1,294,1207,465,7422
SportsLawProf,Ryan M. Rodenberg,1451,4153,0,1,152,483,129,2755
JamestownTweets,Jamestown Foundation,1178,3977,1,1,1111,35,311,5691
ksub15,Krishna Subramanian,2198,703,1,1,362,90,109,10749
gregasman,Greg Asman,1992,2592,1,1,342,572,40,844
LightAnalytics,Light Analytics,1489,537,0,1,236,8,10,110
lucaolivari,Luca Olivari,2206,645,1,1,959,12,78,1060
PlusEVAnalytics,Plus EV Analytics,482,733,0,1,42,1,2,112
EbonyAnalytics,Ebony Analytics,400,93,1,1,234,0,0,79
CrimeAnalytics,Kevin Mason,405,163,0,1,132,143,1,75
ParrotAnalytics,Parrot Analytics,480,62,0,1,82,36,6,69
asterdata,Teradata Aster,1919,1613,1,1,2061,19,200,3830
BusAnInfo,Business Analytics,946,503,0,1,3,0,8,155
RoyMorejon,Roy Morejon,2234,6135,1,1,3201,318,291,6137
AlexaInternet,Alexa Internet,1882,659,1,1,27,11,526,9602
co2analytics,Carbon Analytics,219,102,0,1,82,13,2,66
cd_analytics,Christianne Dinsmore,307,119,1,1,194,7,1,77
RickGalan,Rick Galan,2214,20796,1,1,1942,85,362,5526
brockvicky,brockvicky,2220,927,1,1,743,72,141,1758
ligazakon,ЛІГА:ЗАКОН,1898,19212,1,1,929,0,127,5207
alanxing,Alan Xing,1919,21824,1,1,61,20,493,19116
TraderAnalytics,TraderAnalyticsCorp.,1222,132,0,1,77,0,2,59
introAnalytics,IntroAnalytics,1892,120,0,1,99,0,5,70
IBM_zAnalytics,BigData&zAnalytics ,161,107,0,1,203,4,10,105
pearlive,Pear Analytics,1704,101,0,1,33,0,8,160
SeafoodCQR,Seafood Analytics,58,5,0,1,436,1,1,178
experisanalytic,Experis Analytics,1331,135,1,1,24,1,8,139
LSAnalytics,LifeScale Analytics,535,108,0,1,187,1,8,8711
bhogle,Srinivas Bhogle,1752,1430,1,1,133,4,119,5572
theharmonyguy,Joey Tyson,2155,11694,1,1,370,677,394,4695
peterkohar,Peter Kohar,1919,2818,0,1,235,11,14,1064
AnalyticsJeff,Analytics Jeff,2533,1287,1,1,102,36,10,64
discourseli,Discourse Analytics,213,353,0,1,91,30,2,93
aNaLyTiCsGrl,analytics grl♡,633,33,0,1,173,0,1,34
MettlerToledoPA,MT Process Analytics,1163,922,1,1,136,0,16,188
OCS_Analytics,Analytics Consulting,617,108,1,1,55,0,3,93
Analytics_Lab,Nick Clarke,617,146,0,1,102,0,7,103
TradingAnalytic,TAG - Jarl A. Whist,295,1529,1,1,210,14,2,97
MercadAnalytic,MercadAnalytic,955,1200,1,1,420,6,3,178
ParkerAnalytic,Joseph Parker,700,3068,1,1,276,1,18,149
vpmarchal,Vernon Marchal,1887,1522,1,1,708,6286,50,1302
VertoAnalytics,Verto Analytics,23,9,1,1,174,0,0,65
Revveal,Revveal Analytics,1671,1060,1,1,40,3,4,51
volvam,Volvam Analytics,622,161,0,1,362,36,5,135
signiasys,Signia Analytics,946,2289,1,1,119,23,4,101
IMSReport,Media Analytics ,88,176,1,1,722,17,5,228
IN_Analytical,Instrument News,797,1193,1,1,49,0,3,247
Analytical_Love,Le Love Guru♌️,1533,20061,1,1,402,132,6,432
zbeat,Zack Beatty,2621,9609,1,1,1729,2625,89,2381
e4mtweets,exchange4media group,1525,12857,1,1,2270,723,93,6400
santaferraro,John Santaferraro,1877,3472,0,1,1195,13,112,2303
