id,name,url,program,degree,country,state,online,oncampus,department,created_at,updated_at
1,South Dakota State University,http://www.sdstate.edu/mathstat/grad/masters-in-data-science.cfm,Data Science,Masters,US,SD,false,true,Mathematics and Statistics,2015-01-10 04:13:13 UTC,2015-01-10 04:13:13 UTC
2,Dakota State University,http://www.dsu.edu/msa/,Analytics,Masters,US,SD,true,true,Business and Information Systems,2015-01-10 04:13:13 UTC,2015-01-10 04:13:13 UTC
3,Lewis University,http://www.lewisu.edu/academics/data-science/index.htm,Data Science,Masters,US,IL,true,true,Computer Science,2015-01-10 04:13:13 UTC,2015-01-10 04:13:13 UTC
4,Saint Joseph's University,http://online.sju.edu/programs/business-intelligence-masters.asp,Business Intelligence & Analytics,Masters,US,PA,true,true,Business,2015-01-10 04:13:13 UTC,2015-01-10 04:13:13 UTC
5,University Of Leeds,http://www.engineering.leeds.ac.uk/computing/postgraduate/masters-advanced-computer-science/,Advanced Computer Science(Data Analytics),Masters,GB,"",false,true,Computer Science,2015-01-10 04:13:13 UTC,2015-01-10 04:13:13 UTC
6,Arizona State University,http://wpcarey.asu.edu/undergraduate-degrees/data-analytics,Business Data Analytics,Bachelors,US,AZ,false,true,Business,2015-01-10 04:13:13 UTC,2015-01-10 04:13:13 UTC
7,University Of Central Florida,http://dms.stat.ucf.edu/,Data Mining,Masters,US,FL,false,true,Statistics,2015-01-10 04:13:13 UTC,2015-01-10 04:13:13 UTC
8,Hong Kong University of Science & Technology,http://www.rmbi.ust.hk/,Risk Management and Business Intelligence,Bachelors,HK,"",false,true,"",2015-01-10 04:13:13 UTC,2015-01-10 04:13:13 UTC
9,University of Texas Dallas,https://jindal.utdallas.edu/academic-programs/masters-programs/ms-in-business-analytics/,Business Analytics,Masters,US,TX,false,true,Management,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
10,The Ohio State University,https://data-analytics.osu.edu/,Data Analytics,Bachelors,US,OH,false,true,Interdisciplinary,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
11,University of Rochester,http://www.rochester.edu/data-science/academics/index.html,Data Science,Bachelors,US,NY,false,true,Interdisciplinary,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
12,TU Dortmund,http://www.statistik.tu-dortmund.de/701.html,Data Analysis and Management,Bachelors,DE,"",false,true,Statistics,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
13,TU Dortmund,http://www.statistik.tu-dortmund.de/703.html,Data Science,Masters,DE,"",false,true,Statistics,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
14,Maastricht University,http://www.maastrichtuniversity.nl/web/Schools/DKE/TargetGroup/ProspectiveStudents/MastersProgrammes/ArtificialIntelligence.htm,Artificial Intelligence,Masters,NL,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
15,University of Arkansas at Little Rock,http://ualr.edu/informationquality/,Information Quality Program,Masters,US,AR,false,true,Information Quality,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
16,Worcester Polytechnic Institute,http://www.wpi.edu/academics/datascience.html,Data Science,Masters,US,MA,false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
17,University Of Colorado,http://leeds.colorado.edu/ms#msba_business_analytics,Business Analytics,Masters,US,CO,false,true,Business,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
18,Colorado Technical University,http://www.coloradotech.edu/degrees/doctorates/computer-science/big-data,Big Data Analytics,Doctorate,US,CO,true,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
19,Elmhurst College,http://public.elmhurst.edu/data_science,Data Science,Masters,US,IL,true,false,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
20,University of the Fraser Valley,http://www.ufv.ca/math/data-analysis/,Data Analysis,Certificate,CA,"",false,true,Mathematics and Statistics,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
21,Queen's University,http://business.queensu.ca/grad_studies/mma/,Management Analytics,Masters,CA,"",false,true,Business,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
22,ENSAE Paris Tech,http://www.ensae.fr/formations-navhorizontale-172/statisticien-conomiste-navhorizontale-48/3me-anne-voies-de-spcialisation-formationsdiplome-96/data-science-cours-3a.html,Data Science Specialisation,Bachelors,FR,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
23,Telecom Paris Tech,http://www.telecom-paristech.fr/formation-continue/masteres-specialises/big-data.html,Big Data,Masters,FR,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
24,Aarhus University,http://icoa.au.dk/news/single/artikel/seeking-candidate-for-industrial-phd/,Industrial Phd In Big Data Analysis,Doctorate,DK,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
25,University Of Alberta,https://www.cs.ualberta.ca/graduate-students/msc-program-requirements/statistical-machine-learning,Statistical Machine Learning,Masters,CA,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
26,Imperial College London,http://www3.imperial.ac.uk/computing/teaching/pg/mcsml,Computing (Machine Learning),Masters,GB,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
27,Deakin University,http://www.deakin.edu.au/future-students/courses/course.php?course=M760&stutype=local&keywords=information+systems,Business Analytics,Masters,AU,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
28,Macquarie University,http://courses.mq.edu.au/postgraduate/master/master-of-data-science,Data Science,Masters,AU,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
29,"National University Of Ireland, Galway",http://www.nuigalway.ie/courses/taught-postgraduate-courses/information-systems-management.html,Information Systems Management,Masters,IE,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
30,Mykolas Romeris University,https://stdb.mruni.eu/studiju_programos_aprasas.php?id=2481&l=en,Business Informatics,Masters,LT,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
31,Universidade Nova de Lisboa,http://www.isegi.unl.pt/MGI/Especializacao/Gestao-Sistemas-Tecnologias-Informacao/Detalhe-do-Curso/plano-de-estudos.asp,Information Management,Masters,PT,"",false,true,Statistics And Information Management,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
32,Vienna University,http://www.wu.ac.at/programs/en/master/is/structure/firstyear,Information Systems,Masters,AT,"",false,true,Business,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
33,Cornell University,http://stat.cornell.edu/academics/mps,Applied Statistics,Masters,US,NY,false,true,Statistics,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
34,Harvard University,http://www.seas.harvard.edu/computational-science-and-engineering/master-science-cse,Computational Science And Engineering,Masters,US,MA,false,true,Engineering,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
35,"University Of Maryland, College Park",http://www.rhsmith.umd.edu/ms/analytics/,Marketing Analytics,Masters,US,MD,false,true,Business,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
36,Rutgers University,http://psm.rutgers.edu/programs/analytics,Business Analytics,Masters,US,NJ,false,true,Business,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
37,Cornell University,http://www.orie.cornell.edu/orie/academics/master/index.cfm,Data Analytics,Masters,US,NY,false,true,Engineering,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
38,Brandeis University,http://www.brandeis.edu/gps/courses/programs/listings/strategic-analytics.html,Strategic Analytics,Masters,US,MA,false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
39,Depaul University,http://www.cdm.depaul.edu/academics/Pages/MS-In-Predictive-Analytics.aspx,Predictive Analytics,Masters,US,IL,true,true,Computing,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
40,Southern New Hampshire University,http://www.snhu.edu/online-degrees/graduate-degrees/data-analytics-ms-online.asp,Data Analytics,Masters,US,NH,true,false,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
41,Bowling Green State University,http://www.bgsu.edu/gradcoll/programs/page136074.html,Analytics,Masters,US,OH,false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
42,Harrisburg University Of Science And Technology,http://www.harrisburgu.edu/academics/graduate/analytics/,nalytics,Masters,US,PA,true,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
43,Texas A&M University,http://analytics.stat.tamu.edu/,Analytics,Masters,US,TX,false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
44,Columbia University,http://idse.columbia.edu/masters,Data Science,Masters,US,NY,false,true,Institute for Data Sciences and Engineering,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
45,University of Illinois,http://www.stat.illinois.edu/degrees/msanalytics.shtml,Analytics,Masters,US,IL,false,true,Statistics,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
46,National University of Singapore,http://msba.nus.edu/home,Business Analytics,Masters,SG,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
47,Barcelona School of Management,http://www.barcelonaschoolofmanagement.upf.edu/master-of-science-in-management-specialization-in-business-analytics,Management - Business Analytics,Masters,ES,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
48,Erasmus University,http://www.rsm.nl/master/msc-business-information-management/curriculum/starting-point/electives/big-data-and-business-analytics-block-5/,Big Data and Business Analytics,Masters,NL,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
49,Radboud Universiteit Nijmegen,http://www.ru.nl/businessadministration/study_programmes/master%27s_programmes_0/business_analysis/,Business Analysis and Modelling,Masters,NL,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
50,University Of Pisa,http://www.unipi.it/index.php/ects/ects?ects_id=WBI-LM,Business Informatics,Masters,IT,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
51,Vrije Universiteit Amsterdam,http://www.vu.nl/nl/opleidingen/masteropleidingen/opleidingenoverzicht/a-b/business-analytics/index.asp,Business Analytics,Masters,NL,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
52,University of Warwick,http://www2.warwick.ac.uk/fac/sci/statistics/courses/datsci,Data Science,Bachelors,GB,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
53,University of Maryland University College (UMUC),http://www.umuc.edu/academic-programs/masters-degrees/data-analytics.cfm,Data Analytics,Masters,US,MD,true,false,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
54,"University of California, Irvine",http://unex.uci.edu/areas/it/predictive_analytics/courses.aspx,Predictive Analytics,Certificate,US,CA,true,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
55,"University of California, Berkeley",http://extension.berkeley.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=17152&selectedProgramAreaId=15499&selectedProgramStreamId=16388,Business Intelligence and SAS Analytics Software,Certificate,US,CA,false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
56,University of Otago,http://www.otago.ac.nz/business/study/postgraduate/otago052118.html,Business Data Science,Masters,NZ,"",false,true,Business,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
57,University Of San Francisco,http://usfca.edu/artsci/bsds/,Data Science,Bachelors,US,CA,false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
58,"Goldsmiths, University of London",http://www.gold.ac.uk/pg/msc-data-science/,Data Science,Masters,GB,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
59,Coventry University,http://www.coventry.ac.uk/course-structure/2013/faculty-of-engineering-and-computing/postgraduate-degree-mba-msc-ma/data-science-and-computational-intelligence-msc/,Data Science and Computational Intelligence,Masters,GB,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
60,Northern Kentucky University,http://informatics.nku.edu/content/informatics/departments/computer-science/programs/datascience.html,Data Science,Bachelors,US,KY,false,true,Computer Science,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
61,Carnegie Mellon University,http://www.ml.cmu.edu/prospective-students/PhD%20Programs.html,Machine Learning,Doctorate,US,PA,false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
62,The University of Iowa,http://tippie.uiowa.edu/management-sciences/undergraduate.cfm,Business Analytics,Bachelors,US,SD,false,true,Business,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
63,"University of California, Berkeley",http://datascience.berkeley.edu/,Information and Data Science,Masters,US,CA,true,false,School of Information,2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
64,Universitat Pompeu Fabra,http://www.upf.edu/iis/program.html,Intelligent Interactive Systems,Masters,ES,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
65,National College Of Ireland,http://www.ncirl.ie/Courses/Course-Details/course/Higher-Diploma-in-Science-in-Web-Technologies-HDSWTECH1,Data Analytics,Certificate,IE,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
66,Universities Of Alicante,http://www.iuii.ua.es/MLDM/overview.php,Machine Learning And Data Mining,Masters,ES,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
67,Leeds Met,http://courses.leedsmet.ac.uk/businessintelligencesas_msc,usiness Intelligence,Masters,GB,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
68,University College Cork,http://www.ucc.ie/en/ckr49/,Data Science and Analytics,Masters,IE,"",false,true,"",2015-01-10 04:13:14 UTC,2015-01-10 04:13:14 UTC
69,Illinois Institute of Technology,http://www.iit.edu/csl/cs/programs/grad/mcs_da.shtml,Data Analytics,Masters,US,IL,false,true,Computer Science,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC
